"account","n_res","n_oth","yrs_res_all","yrs_oth_all","yrs_res_min","yrs_oth_min","yrs_res_max","yrs_oth_max"
"0072070000006",1,0,"2015",NA,2015,NA,2015,NA
"0072080000001",0,1,NA,"2015",NA,2015,NA,2015
"0072080000004",1,0,"2009",NA,2009,NA,2009,NA
"0072100000011",1,0,"2015",NA,2015,NA,2015,NA
"0072130000011",2,0,"2013",NA,2013,NA,2013,NA
"0072130000013",1,0,"2012",NA,2012,NA,2012,NA
"0072160000009",1,0,"2011",NA,2011,NA,2011,NA
"0072170000009",0,1,NA,"2016",NA,2016,NA,2016
"0072260000011",1,0,"2009",NA,2009,NA,2009,NA
"0072340000001",0,2,NA,"2010",NA,2010,NA,2010
"0072350000001",2,0,"2009, 2010",NA,2009,NA,2010,NA
"0072350000020",0,1,NA,"2013",NA,2013,NA,2013
"0072420000002",1,0,"2015",NA,2015,NA,2015,NA
"0072420000003",1,0,"2015",NA,2015,NA,2015,NA
"0072420000004",1,0,"2015",NA,2015,NA,2015,NA
"0072430000007",0,1,NA,"2013",NA,2013,NA,2013
"0072500000005",1,0,"2014",NA,2014,NA,2014,NA
"0072520000005",0,1,NA,"2012",NA,2012,NA,2012
"0072520000008",0,1,NA,"2012",NA,2012,NA,2012
"0072530000001",1,0,"2016",NA,2016,NA,2016,NA
"0072530000005",1,0,"2011",NA,2011,NA,2011,NA
"0072580000005",1,0,"2010",NA,2010,NA,2010,NA
"0072580000006",1,0,"2010",NA,2010,NA,2010,NA
"0072640000009",1,0,"2015",NA,2015,NA,2015,NA
"0072660000012",0,1,NA,"2011",NA,2011,NA,2011
"0072670000005",1,0,"2011",NA,2011,NA,2011,NA
"0072680000007",2,0,"2015",NA,2015,NA,2015,NA
"0072680000010",2,0,"2015",NA,2015,NA,2015,NA
"0072690000004",3,0,"2013, 2014",NA,2013,NA,2014,NA
"0072720000001",0,1,NA,"2011",NA,2011,NA,2011
"0072730000007",1,0,"2010",NA,2010,NA,2010,NA
"0072740000004",1,0,"2008",NA,2008,NA,2008,NA
"0072740000005",1,0,"2008",NA,2008,NA,2008,NA
"0072740000009",1,0,"2008",NA,2008,NA,2008,NA
"0072750000003",1,0,"2010",NA,2010,NA,2010,NA
"0072770000002",1,0,"2014",NA,2014,NA,2014,NA
"0072840000001",1,0,"2007",NA,2007,NA,2007,NA
"0072840000033",1,0,"2008",NA,2008,NA,2008,NA
"0073150000015",1,0,"2009",NA,2009,NA,2009,NA
"0073160000001",1,0,"2010",NA,2010,NA,2010,NA
"0073160000010",2,0,"2008, 2009",NA,2008,NA,2009,NA
"0081500000002",1,0,"2011",NA,2011,NA,2011,NA
"0081540000001",1,0,"2008",NA,2008,NA,2008,NA
"0081540000002",1,0,"2015",NA,2015,NA,2015,NA
"0081560000015",1,0,"2015",NA,2015,NA,2015,NA
"0081590010007",1,0,"2010",NA,2010,NA,2010,NA
"0081610000013",1,0,"2009",NA,2009,NA,2009,NA
"0081850000001",0,3,NA,"2011",NA,2011,NA,2011
"0081860000005",0,1,NA,"2015",NA,2015,NA,2015
"0082160000001",1,0,"2008",NA,2008,NA,2008,NA
"0082230260026",1,0,"2005",NA,2005,NA,2005,NA
"0082240270002",0,1,NA,"2005",NA,2005,NA,2005
"0082550010001",0,1,NA,"2010",NA,2010,NA,2010
"0082610000001",1,0,"2014",NA,2014,NA,2014,NA
"0082610000014",1,0,"2011",NA,2011,NA,2011,NA
"0082710000005",1,0,"2007",NA,2007,NA,2007,NA
"0082730000001",1,0,"2006",NA,2006,NA,2006,NA
"0090050000002",1,0,"2015",NA,2015,NA,2015,NA
"0090050000014",1,0,"2015",NA,2015,NA,2015,NA
"0090050000015",1,0,"2015",NA,2015,NA,2015,NA
"0090100000001",1,0,"2013",NA,2013,NA,2013,NA
"0090110000003",1,0,"2015",NA,2015,NA,2015,NA
"0090120000002",1,0,"2013",NA,2013,NA,2013,NA
"0090120000007",1,0,"2010",NA,2010,NA,2010,NA
"0090150000001",0,1,NA,"2011",NA,2011,NA,2011
"0090310020017",0,1,NA,"2010",NA,2010,NA,2010
"0090320050003",1,0,"2009",NA,2009,NA,2009,NA
"0090330010007",1,0,"2006",NA,2006,NA,2006,NA
"0090330010015",1,0,"2006",NA,2006,NA,2006,NA
"0090400000015",1,0,"2008",NA,2008,NA,2008,NA
"0090430000004",1,0,"2015",NA,2015,NA,2015,NA
"0090450000025",0,1,NA,"2014",NA,2014,NA,2014
"0090450000037",1,0,"2012",NA,2012,NA,2012,NA
"0090460000048",0,1,NA,"2013",NA,2013,NA,2013
"0090490000046",1,0,"2010",NA,2010,NA,2010,NA
"0090490000060",0,1,NA,"2012",NA,2012,NA,2012
"0090520000043",1,0,"2013",NA,2013,NA,2013,NA
"0090540000031",1,0,"2014",NA,2014,NA,2014,NA
"0090550000039",2,1,"2009","2009",2009,2009,2009,2009
"0090690000004",3,0,"2014",NA,2014,NA,2014,NA
"0090770000004",1,0,"2015",NA,2015,NA,2015,NA
"0090790000012",1,0,"2008",NA,2008,NA,2008,NA
"0090840000011",1,0,"2013",NA,2013,NA,2013,NA
"0090870000001",1,0,"2013",NA,2013,NA,2013,NA
"0090870000009",1,0,"2013",NA,2013,NA,2013,NA
"0090870000011",1,0,"2007",NA,2007,NA,2007,NA
"0090870000012",1,0,"2013",NA,2013,NA,2013,NA
"0090870000013",1,0,"2007",NA,2007,NA,2007,NA
"0090870000014",1,0,"2013",NA,2013,NA,2013,NA
"0090870000015",1,0,"2013",NA,2013,NA,2013,NA
"0090870000018",1,0,"2013",NA,2013,NA,2013,NA
"0090980000005",1,0,"2016",NA,2016,NA,2016,NA
"0091000000005",1,0,"2010",NA,2010,NA,2010,NA
"0091010000003",1,0,"2009",NA,2009,NA,2009,NA
"0091170000001",0,1,NA,"2013",NA,2013,NA,2013
"0091350000005",1,0,"2012",NA,2012,NA,2012,NA
"0091370000001",1,0,"2012",NA,2012,NA,2012,NA
"0091490000009",1,0,"2013",NA,2013,NA,2013,NA
"0091510000001",1,0,"2015",NA,2015,NA,2015,NA
"0091510000016",1,0,"2014",NA,2014,NA,2014,NA
"0091530000001",1,0,"2014",NA,2014,NA,2014,NA
"0091540000014",1,0,"2009",NA,2009,NA,2009,NA
"0091560000001",1,0,"2015",NA,2015,NA,2015,NA
"0091560000008",1,0,"2013",NA,2013,NA,2013,NA
"0091560000010",1,0,"2008",NA,2008,NA,2008,NA
"0091560000012",1,0,"2015",NA,2015,NA,2015,NA
"0091570000007",1,0,"2013",NA,2013,NA,2013,NA
"0091590000003",1,0,"2006",NA,2006,NA,2006,NA
"0091590000005",1,0,"2006",NA,2006,NA,2006,NA
"0091590000008",1,0,"2013",NA,2013,NA,2013,NA
"0091590000011",1,0,"2015",NA,2015,NA,2015,NA
"0091610000011",1,0,"2013",NA,2013,NA,2013,NA
"0091630000007",2,0,"2013",NA,2013,NA,2013,NA
"0091640000010",1,0,"2013",NA,2013,NA,2013,NA
"0091650000009",1,0,"2013",NA,2013,NA,2013,NA
"0091660000005",1,0,"2011",NA,2011,NA,2011,NA
"0091690000007",1,0,"2014",NA,2014,NA,2014,NA
"0091700000014",1,0,"2013",NA,2013,NA,2013,NA
"0091780000022",0,2,NA,"2015",NA,2015,NA,2015
"0091810000003",1,0,"2011",NA,2011,NA,2011,NA
"0091810000004",2,0,"2011, 2014",NA,2011,NA,2014,NA
"0091810000009",2,0,"2014",NA,2014,NA,2014,NA
"0091830000003",1,0,"2010",NA,2010,NA,2010,NA
"0091830000013",1,0,"2010",NA,2010,NA,2010,NA
"0091890000003",1,0,"2005",NA,2005,NA,2005,NA
"0091900000010",0,1,NA,"2010",NA,2010,NA,2010
"0091900000022",0,1,NA,"2010",NA,2010,NA,2010
"0091910000007",0,2,NA,"2010, 2012",NA,2010,NA,2012
"0091910000015",0,2,NA,"2010, 2012",NA,2010,NA,2012
"0091920000012",1,0,"2015",NA,2015,NA,2015,NA
"0091930000008",1,0,"2008",NA,2008,NA,2008,NA
"0091930000009",1,0,"2006",NA,2006,NA,2006,NA
"0091940000001",1,0,"2015",NA,2015,NA,2015,NA
"0091940000008",8,0,"2015",NA,2015,NA,2015,NA
"0091970000012",1,0,"2015",NA,2015,NA,2015,NA
"0092050000004",1,0,"2015",NA,2015,NA,2015,NA
"0092050000017",1,0,"2008",NA,2008,NA,2008,NA
"0092050000019",1,0,"2008",NA,2008,NA,2008,NA
"0092070000001",1,0,"2011",NA,2011,NA,2011,NA
"0092190150019",1,0,"2006",NA,2006,NA,2006,NA
"0092370000014",0,1,NA,"2014",NA,2014,NA,2014
"0092380000005",1,0,"2013",NA,2013,NA,2013,NA
"0092390000003",1,0,"2013",NA,2013,NA,2013,NA
"0092410000003",1,0,"2008",NA,2008,NA,2008,NA
"0092420000010",1,0,"2011",NA,2011,NA,2011,NA
"0092430000005",1,0,"2015",NA,2015,NA,2015,NA
"0092430000008",1,0,"2011",NA,2011,NA,2011,NA
"0092440000005",1,0,"2011",NA,2011,NA,2011,NA
"0092440000006",1,0,"2011",NA,2011,NA,2011,NA
"0092460000005",1,0,"2008",NA,2008,NA,2008,NA
"0092470000008",1,0,"2015",NA,2015,NA,2015,NA
"0092480000009",1,0,"2011",NA,2011,NA,2011,NA
"0092560000003",1,0,"2011",NA,2011,NA,2011,NA
"0092560000005",1,0,"2008",NA,2008,NA,2008,NA
"0092560000026",1,0,"2014",NA,2014,NA,2014,NA
"0092590000007",1,0,"2014",NA,2014,NA,2014,NA
"0092630000002",1,0,"2008",NA,2008,NA,2008,NA
"0092660000003",0,1,NA,"2013",NA,2013,NA,2013
"0100030000019",1,0,"2011",NA,2011,NA,2011,NA
"0100080000001",0,1,NA,"2009",NA,2009,NA,2009
"0100100000037",0,1,NA,"2015",NA,2015,NA,2015
"0100130000020",1,0,"2012",NA,2012,NA,2012,NA
"0101480220001",0,1,NA,"2013",NA,2013,NA,2013
"0101490290004",0,1,NA,"2014",NA,2014,NA,2014
"0101490290006",0,3,NA,"2013",NA,2013,NA,2013
"0101620000008",1,0,"2009",NA,2009,NA,2009,NA
"0101630000003",2,0,"2014",NA,2014,NA,2014,NA
"0101650000025",1,0,"2014",NA,2014,NA,2014,NA
"0101660000013",1,0,"2009",NA,2009,NA,2009,NA
"0101690000005",1,0,"2011",NA,2011,NA,2011,NA
"0101810000001",1,0,"2008",NA,2008,NA,2008,NA
"0101810000046",1,0,"2015",NA,2015,NA,2015,NA
"0101810000048",1,0,"2012",NA,2012,NA,2012,NA
"0101820000053",1,0,"2013",NA,2013,NA,2013,NA
"0101820000055",1,0,"2013",NA,2013,NA,2013,NA
"0101830000111",1,0,"2014",NA,2014,NA,2014,NA
"0101830000113",1,0,"2008",NA,2008,NA,2008,NA
"0101830000150",1,0,"2008",NA,2008,NA,2008,NA
"0101840000180",1,0,"2008",NA,2008,NA,2008,NA
"0101840000213",1,0,"2013",NA,2013,NA,2013,NA
"0101840000214",1,0,"2013",NA,2013,NA,2013,NA
"0101850000198",1,0,"2012",NA,2012,NA,2012,NA
"0101850000210",1,1,"2012","2012",2012,2012,2012,2012
"0101850000251",1,0,"2012",NA,2012,NA,2012,NA
"0101860000279",2,0,"2010",NA,2010,NA,2010,NA
"0101860000291",1,0,"2015",NA,2015,NA,2015,NA
"0101860000302",1,0,"2015",NA,2015,NA,2015,NA
"0101920000618",1,0,"2013",NA,2013,NA,2013,NA
"0101930000626",1,0,"2010",NA,2010,NA,2010,NA
"0101930000640",1,0,"2008",NA,2008,NA,2008,NA
"0101930000645",1,0,"2013",NA,2013,NA,2013,NA
"0101930000663",1,0,"2016",NA,2016,NA,2016,NA
"0101930000692",1,0,"2013",NA,2013,NA,2013,NA
"0101930000699",1,0,"2015",NA,2015,NA,2015,NA
"0101930000904",1,0,"2015",NA,2015,NA,2015,NA
"0101930000905",1,0,"2015",NA,2015,NA,2015,NA
"0101940000681",2,0,"2015",NA,2015,NA,2015,NA
"0101950000751",1,0,"2013",NA,2013,NA,2013,NA
"0101950000752",1,0,"2013",NA,2013,NA,2013,NA
"0101950000753",1,0,"2015",NA,2015,NA,2015,NA
"0101950000762",2,0,"2015",NA,2015,NA,2015,NA
"0101950000768",1,0,"2011",NA,2011,NA,2011,NA
"0101950000770",1,0,"2011",NA,2011,NA,2011,NA
"0101950000776",1,0,"2008",NA,2008,NA,2008,NA
"0101950000778",1,0,"2014",NA,2014,NA,2014,NA
"0101950000780",0,1,NA,"2014",NA,2014,NA,2014
"0101950000787",2,0,"2015",NA,2015,NA,2015,NA
"0101950000789",1,0,"2011",NA,2011,NA,2011,NA
"0101950000790",1,0,"2011",NA,2011,NA,2011,NA
"0101960000795",1,0,"2013",NA,2013,NA,2013,NA
"0101960000801",1,0,"2015",NA,2015,NA,2015,NA
"0101960000805",1,0,"2009",NA,2009,NA,2009,NA
"0101960000825",1,0,"2015",NA,2015,NA,2015,NA
"0101960000854",1,0,"2008",NA,2008,NA,2008,NA
"0101960000855",1,0,"2008",NA,2008,NA,2008,NA
"0101960000856",1,0,"2008",NA,2008,NA,2008,NA
"0101960000859",1,0,"2013",NA,2013,NA,2013,NA
"0101970000848",1,0,"2006",NA,2006,NA,2006,NA
"0101970000853",2,0,"2014, 2015",NA,2014,NA,2015,NA
"0101970000855",1,0,"2014",NA,2014,NA,2014,NA
"0101970000874",2,0,"2012, 2013",NA,2012,NA,2013,NA
"0101970000903",2,0,"2014, 2015",NA,2014,NA,2015,NA
"0101980000923",1,0,"2015",NA,2015,NA,2015,NA
"0101980000929",1,0,"2015",NA,2015,NA,2015,NA
"0101980000935",1,0,"2014",NA,2014,NA,2014,NA
"0101980000965",1,0,"2016",NA,2016,NA,2016,NA
"0101980000970",1,0,"2014",NA,2014,NA,2014,NA
"0101980000971",1,0,"2014",NA,2014,NA,2014,NA
"0101980000972",1,0,"2015",NA,2015,NA,2015,NA
"0101990000971",1,0,"2014",NA,2014,NA,2014,NA
"0101990000979",1,0,"2013",NA,2013,NA,2013,NA
"0101990000983",1,0,"2013",NA,2013,NA,2013,NA
"0101990001004",1,0,"2013",NA,2013,NA,2013,NA
"0101990001006",1,0,"2014",NA,2014,NA,2014,NA
"0102000000013",1,0,"2014",NA,2014,NA,2014,NA
"0102000000022",1,0,"2007",NA,2007,NA,2007,NA
"0102000000095",1,0,"2016",NA,2016,NA,2016,NA
"0102010000088",1,0,"2014",NA,2014,NA,2014,NA
"0102010000089",1,0,"2014",NA,2014,NA,2014,NA
"0102010000090",1,0,"2014",NA,2014,NA,2014,NA
"0102010000091",1,0,"2014",NA,2014,NA,2014,NA
"0102020000124",1,0,"2012",NA,2012,NA,2012,NA
"0102020000125",1,0,"2012",NA,2012,NA,2012,NA
"0102030000129",1,0,"2015",NA,2015,NA,2015,NA
"0102060000056",1,0,"2014",NA,2014,NA,2014,NA
"0102120000320",1,0,"2010",NA,2010,NA,2010,NA
"0102120000323",1,0,"2015",NA,2015,NA,2015,NA
"0102120000332",1,0,"2015",NA,2015,NA,2015,NA
"0102130000038",1,0,"2009",NA,2009,NA,2009,NA
"0102130000040",1,1,"2009","2009",2009,2009,2009,2009
"0102130000060",1,0,"2006",NA,2006,NA,2006,NA
"0102130000089",1,1,"2009","2009",2009,2009,2009,2009
"0102140000074",1,0,"2015",NA,2015,NA,2015,NA
"0102140000081",1,0,"2016",NA,2016,NA,2016,NA
"0102140000083",1,0,"2007",NA,2007,NA,2007,NA
"0102140000115",1,0,"2013",NA,2013,NA,2013,NA
"0102140000120",1,0,"2006",NA,2006,NA,2006,NA
"0102140000151",1,0,"2010",NA,2010,NA,2010,NA
"0102140000152",1,0,"2010",NA,2010,NA,2010,NA
"0102140000153",1,0,"2013",NA,2013,NA,2013,NA
"0102140000154",1,0,"2014",NA,2014,NA,2014,NA
"0102140000155",1,0,"2014",NA,2014,NA,2014,NA
"0102140000156",1,0,"2014",NA,2014,NA,2014,NA
"0102140000157",1,0,"2014",NA,2014,NA,2014,NA
"0102150000145",1,0,"2006",NA,2006,NA,2006,NA
"0102150000146",1,0,"2006",NA,2006,NA,2006,NA
"0102150000170",1,0,"2016",NA,2016,NA,2016,NA
"0102160000226",1,0,"2014",NA,2014,NA,2014,NA
"0102160000242",1,0,"2011",NA,2011,NA,2011,NA
"0102160000243",1,0,"2011",NA,2011,NA,2011,NA
"0102160000244",1,0,"2014",NA,2014,NA,2014,NA
"0102160000245",1,0,"2014",NA,2014,NA,2014,NA
"0102160000246",1,0,"2014",NA,2014,NA,2014,NA
"0102160000247",1,0,"2014",NA,2014,NA,2014,NA
"0102170000249",1,0,"2008",NA,2008,NA,2008,NA
"0102170000251",1,0,"2008",NA,2008,NA,2008,NA
"0102170000267",1,0,"2015",NA,2015,NA,2015,NA
"0102170000269",1,0,"2008",NA,2008,NA,2008,NA
"0102170000273",1,0,"2008",NA,2008,NA,2008,NA
"0102170000275",1,0,"2008",NA,2008,NA,2008,NA
"0102170000277",1,0,"2008",NA,2008,NA,2008,NA
"0102170000279",1,0,"2014",NA,2014,NA,2014,NA
"0102170000289",1,0,"2008",NA,2008,NA,2008,NA
"0102170000290",1,0,"2008",NA,2008,NA,2008,NA
"0102170000293",1,0,"2008",NA,2008,NA,2008,NA
"0102180000309",1,0,"2012",NA,2012,NA,2012,NA
"0102180000311",1,0,"2009",NA,2009,NA,2009,NA
"0102180000313",1,0,"2010",NA,2010,NA,2010,NA
"0102180000316",1,0,"2010",NA,2010,NA,2010,NA
"0102180000323",1,0,"2015",NA,2015,NA,2015,NA
"0102180000334",1,0,"2010",NA,2010,NA,2010,NA
"0102180000336",1,0,"2015",NA,2015,NA,2015,NA
"0102180000337",1,0,"2015",NA,2015,NA,2015,NA
"0102180000338",1,0,"2015",NA,2015,NA,2015,NA
"0102190000346",1,0,"2008",NA,2008,NA,2008,NA
"0102190000360",1,0,"2006",NA,2006,NA,2006,NA
"0102190000362",1,0,"2006",NA,2006,NA,2006,NA
"0102190000364",1,0,"2006",NA,2006,NA,2006,NA
"0102190000367",1,0,"2006",NA,2006,NA,2006,NA
"0102190000432",1,0,"2007",NA,2007,NA,2007,NA
"0102190000433",1,0,"2007",NA,2007,NA,2007,NA
"0102190000434",1,0,"2007",NA,2007,NA,2007,NA
"0102190000435",1,0,"2007",NA,2007,NA,2007,NA
"0102190000446",1,0,"2008",NA,2008,NA,2008,NA
"0102190000447",1,0,"2008",NA,2008,NA,2008,NA
"0102190000449",1,0,"2014",NA,2014,NA,2014,NA
"0102210000429",1,0,"2015",NA,2015,NA,2015,NA
"0102210000456",1,0,"2009",NA,2009,NA,2009,NA
"0102210000458",1,0,"2014",NA,2014,NA,2014,NA
"0102210000463",0,1,NA,"2014",NA,2014,NA,2014
"0102210000489",1,0,"2014",NA,2014,NA,2014,NA
"0102220000492",1,0,"2006",NA,2006,NA,2006,NA
"0102220000517",1,0,"2014",NA,2014,NA,2014,NA
"0102220000524",1,0,"2015",NA,2015,NA,2015,NA
"0102220000527",1,0,"2015",NA,2015,NA,2015,NA
"0102220000534",1,0,"2014",NA,2014,NA,2014,NA
"0102220000535",1,0,"2014",NA,2014,NA,2014,NA
"0102230000547",1,0,"2015",NA,2015,NA,2015,NA
"0102230000555",1,0,"2009",NA,2009,NA,2009,NA
"0102230000562",2,0,"2015",NA,2015,NA,2015,NA
"0102230000574",1,0,"2015",NA,2015,NA,2015,NA
"0102230000589",1,0,"2009",NA,2009,NA,2009,NA
"0102230000595",2,0,"2015",NA,2015,NA,2015,NA
"0102230000596",2,0,"2015",NA,2015,NA,2015,NA
"0102230000597",2,0,"2015",NA,2015,NA,2015,NA
"0102240000610",1,0,"2014",NA,2014,NA,2014,NA
"0102240000619",1,0,"2014",NA,2014,NA,2014,NA
"0102240000623",1,0,"2015",NA,2015,NA,2015,NA
"0102240000631",1,0,"2015",NA,2015,NA,2015,NA
"0102260000700",1,0,"2006",NA,2006,NA,2006,NA
"0102260000702",1,0,"2014",NA,2014,NA,2014,NA
"0102260000722",1,0,"2014",NA,2014,NA,2014,NA
"0102270000731",1,0,"2007",NA,2007,NA,2007,NA
"0102290000020",1,0,"2015",NA,2015,NA,2015,NA
"0102300000074",1,0,"2016",NA,2016,NA,2016,NA
"0102300000131",2,0,"2011",NA,2011,NA,2011,NA
"0102300000132",3,0,"2011, 2012",NA,2011,NA,2012,NA
"0102300000133",2,0,"2011",NA,2011,NA,2011,NA
"0102310000087",1,0,"2015",NA,2015,NA,2015,NA
"0102310000091",1,0,"2012",NA,2012,NA,2012,NA
"0102310000092",1,0,"2012",NA,2012,NA,2012,NA
"0102310000140",1,0,"2007",NA,2007,NA,2007,NA
"0102310000141",1,0,"2007",NA,2007,NA,2007,NA
"0102310000142",1,0,"2007",NA,2007,NA,2007,NA
"0102310000143",1,0,"2007",NA,2007,NA,2007,NA
"0102310000146",1,0,"2011",NA,2011,NA,2011,NA
"0102310000147",1,0,"2011",NA,2011,NA,2011,NA
"0102310000148",1,0,"2013",NA,2013,NA,2013,NA
"0102310000149",1,0,"2012",NA,2012,NA,2012,NA
"0102310000153",1,0,"2015",NA,2015,NA,2015,NA
"0102320000140",2,0,"2006",NA,2006,NA,2006,NA
"0102320000156",1,0,"2008",NA,2008,NA,2008,NA
"0102320000179",1,0,"2014",NA,2014,NA,2014,NA
"0102320000180",1,0,"2008",NA,2008,NA,2008,NA
"0102320000189",1,0,"2008",NA,2008,NA,2008,NA
"0102320000190",1,0,"2008",NA,2008,NA,2008,NA
"0102320000192",1,0,"2008",NA,2008,NA,2008,NA
"0102320000193",1,0,"2008",NA,2008,NA,2008,NA
"0102330000195",1,0,"2007",NA,2007,NA,2007,NA
"0102330000204",1,0,"2009",NA,2009,NA,2009,NA
"0102350000282",1,0,"2007",NA,2007,NA,2007,NA
"0102350000337",1,0,"2009",NA,2009,NA,2009,NA
"0102350000338",1,0,"2009",NA,2009,NA,2009,NA
"0102350000344",1,0,"2007",NA,2007,NA,2007,NA
"0102360000364",1,0,"2014",NA,2014,NA,2014,NA
"0102360000375",0,1,NA,"2014",NA,2014,NA,2014
"0102360000378",1,0,"2014",NA,2014,NA,2014,NA
"0102360000379",1,0,"2014",NA,2014,NA,2014,NA
"0102360000380",1,0,"2014",NA,2014,NA,2014,NA
"0102360000381",1,0,"2014",NA,2014,NA,2014,NA
"0102370000379",1,0,"2009",NA,2009,NA,2009,NA
"0102370000381",1,0,"2013",NA,2013,NA,2013,NA
"0102370000396",1,0,"2015",NA,2015,NA,2015,NA
"0102370000429",1,0,"2015",NA,2015,NA,2015,NA
"0102370000451",1,0,"2015",NA,2015,NA,2015,NA
"0102380000433",1,0,"2009",NA,2009,NA,2009,NA
"0102380000441",2,0,"2008",NA,2008,NA,2008,NA
"0102380000444",6,0,"2015",NA,2015,NA,2015,NA
"0102380000451",1,0,"2008",NA,2008,NA,2008,NA
"0102380000465",1,0,"2015",NA,2015,NA,2015,NA
"0102380000469",1,0,"2008",NA,2008,NA,2008,NA
"0102380000487",2,0,"2008",NA,2008,NA,2008,NA
"0102380000488",2,0,"2008",NA,2008,NA,2008,NA
"0102380000490",1,0,"2008",NA,2008,NA,2008,NA
"0102380000491",1,0,"2008",NA,2008,NA,2008,NA
"0102380000492",1,0,"2008",NA,2008,NA,2008,NA
"0102390000566",1,0,"2014",NA,2014,NA,2014,NA
"0102390000567",1,0,"2014",NA,2014,NA,2014,NA
"0102390000568",1,0,"2014",NA,2014,NA,2014,NA
"0102400000567",1,0,"2012",NA,2012,NA,2012,NA
"0102400000568",1,0,"2012",NA,2012,NA,2012,NA
"0102400000570",1,0,"2012",NA,2012,NA,2012,NA
"0102400000571",1,0,"2012",NA,2012,NA,2012,NA
"0102420000595",1,0,"2011",NA,2011,NA,2011,NA
"0102420000596",1,0,"2010",NA,2010,NA,2010,NA
"0102420000619",1,0,"2015",NA,2015,NA,2015,NA
"0102420000622",1,0,"2015",NA,2015,NA,2015,NA
"0102430000637",1,0,"2015",NA,2015,NA,2015,NA
"0102430000668",1,0,"2010",NA,2010,NA,2010,NA
"0102430000691",1,0,"2010",NA,2010,NA,2010,NA
"0102430000692",1,0,"2010",NA,2010,NA,2010,NA
"0102430000693",1,0,"2010",NA,2010,NA,2010,NA
"0102430000694",1,0,"2010",NA,2010,NA,2010,NA
"0102430000699",1,0,"2010",NA,2010,NA,2010,NA
"0102430000700",1,0,"2010",NA,2010,NA,2010,NA
"0102430000701",1,0,"2010",NA,2010,NA,2010,NA
"0102430000702",1,0,"2012",NA,2012,NA,2012,NA
"0102430000703",1,0,"2012",NA,2012,NA,2012,NA
"0102430000704",1,0,"2012",NA,2012,NA,2012,NA
"0102430000705",1,0,"2012",NA,2012,NA,2012,NA
"0102430000706",1,0,"2012",NA,2012,NA,2012,NA
"0102430000709",1,0,"2014",NA,2014,NA,2014,NA
"0102430000710",1,0,"2014",NA,2014,NA,2014,NA
"0102430000711",1,0,"2014",NA,2014,NA,2014,NA
"0102430000712",1,0,"2014",NA,2014,NA,2014,NA
"0102440000728",1,0,"2014",NA,2014,NA,2014,NA
"0102440000754",1,0,"2009",NA,2009,NA,2009,NA
"0102440000755",1,0,"2009",NA,2009,NA,2009,NA
"0102440000756",1,0,"2009",NA,2009,NA,2009,NA
"0102440000757",1,0,"2014",NA,2014,NA,2014,NA
"0102470010073",1,0,"2016",NA,2016,NA,2016,NA
"0102510000005",1,0,"2015",NA,2015,NA,2015,NA
"0102520000023",1,0,"2015",NA,2015,NA,2015,NA
"0102530000004",1,0,"2011",NA,2011,NA,2011,NA
"0102530000012",1,0,"2007",NA,2007,NA,2007,NA
"0102530000033",1,0,"2006",NA,2006,NA,2006,NA
"0102530000049",1,0,"2007",NA,2007,NA,2007,NA
"0102530000052",1,0,"2005",NA,2005,NA,2005,NA
"0102640170003",1,0,"2007",NA,2007,NA,2007,NA
"0102640170007",1,0,"2007",NA,2007,NA,2007,NA
"0102640170014",1,0,"2014",NA,2014,NA,2014,NA
"0102640170017",1,0,"2014",NA,2014,NA,2014,NA
"0102640200016",1,0,"2014",NA,2014,NA,2014,NA
"0102640200020",1,0,"2015",NA,2015,NA,2015,NA
"0110050000008",1,0,"2009",NA,2009,NA,2009,NA
"0110060000020",1,0,"2008",NA,2008,NA,2008,NA
"0110060000030",2,0,"2012, 2013",NA,2012,NA,2013,NA
"0110060000033",1,0,"2013",NA,2013,NA,2013,NA
"0110060000034",1,0,"2008",NA,2008,NA,2008,NA
"0110070000039",1,0,"2012",NA,2012,NA,2012,NA
"0110290040020",1,0,"2009",NA,2009,NA,2009,NA
"0110900000003",1,0,"2013",NA,2013,NA,2013,NA
"0110960000001",1,0,"2013",NA,2013,NA,2013,NA
"0111020000004",1,0,"2009",NA,2009,NA,2009,NA
"0111100000001",1,0,"2006",NA,2006,NA,2006,NA
"0111120000001",1,0,"2010",NA,2010,NA,2010,NA
"0111370000119",0,2,NA,"2012",NA,2012,NA,2012
"0111380000143",0,1,NA,"2008",NA,2008,NA,2008
"0111390000163",0,1,NA,"2011",NA,2011,NA,2011
"0111440000001",1,0,"2011",NA,2011,NA,2011,NA
"0111440000002",1,0,"2011",NA,2011,NA,2011,NA
"0111440000003",1,0,"2011",NA,2011,NA,2011,NA
"0111440000004",1,0,"2011",NA,2011,NA,2011,NA
"0111480000007",1,0,"2009",NA,2009,NA,2009,NA
"0111610020002",1,0,"2009",NA,2009,NA,2009,NA
"0112210020011",1,0,"2011",NA,2011,NA,2011,NA
"0112210020017",1,0,"2010",NA,2010,NA,2010,NA
"0113190000054",0,1,NA,"2015",NA,2015,NA,2015
"0113190000235",0,1,NA,"2007",NA,2007,NA,2007
"0113190000241",1,0,"2015",NA,2015,NA,2015,NA
"0113190000535",0,2,NA,"2010",NA,2010,NA,2010
"0120100000009",1,0,"2012",NA,2012,NA,2012,NA
"0120100000037",1,0,"2012",NA,2012,NA,2012,NA
